Customer_Name,Customer_ID,Order_ID,Order_Date,Product_ID,Product,Category,Subsidiary_Name,Country,States,Price($),Year,Sales_Amount($),Quantity
Walmart,WM-1250,ORD-9325,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Washington,19.00,,22,800.00,1200
Kroger,KG-1251,ORD-9326,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,California,21.00,,16,800.00,800
Costco,CC-1252,ORD-9327,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,,37,200.00,600
Bwanaz,BN-1253,ORD-9328,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Costco,CC-1252,ORD-9329,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,11,900.00,700
Kroger,KG-1251,ORD-9330,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Walmart,WM-1250,ORD-9331,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9332,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9333,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,14,400.00,1200
Kroger,KG-1251,ORD-9334,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,36,000.00,900
Costco,CC-1252,ORD-9335,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9336,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9337,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9338,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,8,100.00,900
Costco,CC-1252,ORD-9339,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9340,3/9/2017,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,2017,6,000.00,500
Walmart,WM-1250,ORD-9341,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,22,800.00,1200
Kroger,KG-1251,ORD-9342,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Texas,52.00,,46,800.00,900
Costco,CC-1252,ORD-9343,22/8/2019,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,2019,45,500.00,700
Bwanaz,BN-1253,ORD-9344,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9345,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-9346,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Oregon,31.00,,24,800.00,800
Costco,CC-1252,ORD-9347,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9348,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,,6,000.00,500
Costco,CC-1252,ORD-9349,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,10,500.00,700
Kroger,KG-1251,ORD-9350,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,17,100.00,900
Walmart,WM-1250,ORD-9351,,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,,9,000.00,1000
Walmart,WM-1250,ORD-9352,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,17,000.00,1000
Walmart,WM-1250,ORD-9353,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9354,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,15,300.00,900
Costco,CC-1252,ORD-9355,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9356,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9357,7/3/2017,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,California,21.00,2017,25,200.00,1200
Kroger,KG-1251,ORD-9358,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,49,600.00,800
Costco,CC-1252,ORD-9359,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,9,500.00,500
Bwanaz,BN-1253,ORD-9360,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9361,,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,,9,000.00,1000
Kroger,KG-1251,ORD-9362,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,49,600.00,800
Costco,CC-1252,ORD-9363,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9364,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9365,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,14,400.00,1200
Kroger,KG-1251,ORD-9366,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,49,600.00,800
Costco,CC-1252,ORD-9367,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9368,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,4,500.00,500
Costco,CC-1252,ORD-9369,22/4/2015,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2015,8,400.00,700
Kroger,KG-1251,ORD-9370,15/1/2021,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2021,9,600.00,800
Walmart,WM-1250,ORD-9371,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9372,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Oregon,12.00,,12,000.00,1000
Walmart,WM-1250,ORD-9373,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,62,000.00,1000
Kroger,KG-1251,ORD-9374,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Costco,CC-1252,ORD-9375,22/9/2019,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Texas,65.00,2019,45,500.00,700
Bwanaz,BN-1253,ORD-9376,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,4,500.00,500
Walmart,WM-1250,ORD-9377,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,000.00,1000
Kroger,KG-1251,ORD-9378,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,California,31.00,,24,800.00,800
Costco,CC-1252,ORD-9379,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9380,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9381,,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Washington,14.00,,15,400.00,1100
Kroger,KG-1251,ORD-9382,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,17,100.00,900
Costco,CC-1252,ORD-9383,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9384,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9385,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9386,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,8,100.00,900
Costco,CC-1252,ORD-9387,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9388,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Costco,CC-1252,ORD-9389,22/11/2017,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Washington,21.00,2017,14,700.00,700
Kroger,KG-1251,ORD-9390,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,49,600.00,800
Walmart,WM-1250,ORD-9391,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,62,000.00,1000
Walmart,WM-1250,ORD-9392,,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,,12,000.00,1000
Walmart,WM-1250,ORD-9393,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,000.00,1000
Kroger,KG-1251,ORD-9394,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Costco,CC-1252,ORD-9395,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9396,,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,,8,400.00,600
Walmart,WM-1250,ORD-9397,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,14,400.00,1200
Kroger,KG-1251,ORD-9398,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,36,000.00,900
Costco,CC-1252,ORD-9399,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,6,300.00,700
Bwanaz,BN-1253,ORD-9400,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9401,,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Oregon,14.00,,15,400.00,1100
Kroger,KG-1251,ORD-9402,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,8,100.00,900
Costco,CC-1252,ORD-9403,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,6,000.00,500
Bwanaz,BN-1253,ORD-9404,3/10/2017,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,2017,6,000.00,500
Walmart,WM-1250,ORD-9405,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Washington,19.00,,22,800.00,1200
Kroger,KG-1251,ORD-9406,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,36,000.00,900
Costco,CC-1252,ORD-9407,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,9,500.00,500
Bwanaz,BN-1253,ORD-9408,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Costco,CC-1252,ORD-9409,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,6,300.00,700
Kroger,KG-1251,ORD-9410,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,49,600.00,800
Walmart,WM-1250,ORD-9411,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9412,,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Oregon,14.00,,15,400.00,1100
Walmart,WM-1250,ORD-9413,,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,,15,400.00,1100
Kroger,KG-1251,ORD-9414,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,,46,800.00,900
Costco,CC-1252,ORD-9415,,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,,7,200.00,600
Bwanaz,BN-1253,ORD-9416,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9417,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Washington,12.00,,12,000.00,1000
Kroger,KG-1251,ORD-9418,,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,,8,100.00,900
Costco,CC-1252,ORD-9419,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9420,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9421,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,62,000.00,1000
Kroger,KG-1251,ORD-9422,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,,46,800.00,900
Costco,CC-1252,ORD-9423,22/10/2019,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Washington,65.00,2019,45,500.00,700
Bwanaz,BN-1253,ORD-9424,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,4,500.00,500
Walmart,WM-1250,ORD-9425,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-9426,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,California,31.00,,24,800.00,800
Costco,CC-1252,ORD-9427,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9428,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Costco,CC-1252,ORD-9429,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Washington,12.00,,6,000.00,500
Kroger,KG-1251,ORD-9430,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,17,100.00,900
Walmart,WM-1250,ORD-9431,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,17,000.00,1000
Walmart,WM-1250,ORD-9432,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,17,000.00,1000
Walmart,WM-1250,ORD-9433,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,14,400.00,1200
Kroger,KG-1251,ORD-9434,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,15,300.00,900
Costco,CC-1252,ORD-9435,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9436,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,#REF!,700
Walmart,WM-1250,ORD-9437,7/4/2017,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Washington,21.00,2017,25,200.00,1200
Kroger,KG-1251,ORD-9438,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,California,65.00,,58,500.00,900
Costco,CC-1252,ORD-9439,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,37,200.00,600
Bwanaz,BN-1253,ORD-9440,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,4,500.00,500
Walmart,WM-1250,ORD-9441,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-9442,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Costco,CC-1252,ORD-9443,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,6,000.00,500
Bwanaz,BN-1253,ORD-9444,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9445,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9446,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,36,000.00,900
Costco,CC-1252,ORD-9447,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9448,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,4,500.00,500
Costco,CC-1252,ORD-9449,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,6,000.00,500
Kroger,KG-1251,ORD-9450,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,15,300.00,900
Walmart,WM-1250,ORD-9451,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9452,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,,12,000.00,1000
Walmart,WM-1250,ORD-9453,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,22,800.00,1200
Kroger,KG-1251,ORD-9454,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,36,000.00,900
Costco,CC-1252,ORD-9455,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,9,500.00,500
Bwanaz,BN-1253,ORD-9456,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,4,500.00,500
Walmart,WM-1250,ORD-9457,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-9458,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Oregon,31.00,,24,800.00,800
Costco,CC-1252,ORD-9459,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9460,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9461,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9462,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,49,600.00,800
Costco,CC-1252,ORD-9463,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9464,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9465,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9466,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,15,300.00,900
Costco,CC-1252,ORD-9467,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9468,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Costco,CC-1252,ORD-9469,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,37,200.00,600
Kroger,KG-1251,ORD-9470,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,,46,800.00,900
Walmart,WM-1250,ORD-9471,7/3/2017,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Oregon,65.00,2017,71,500.00,1100
Walmart,WM-1250,ORD-9472,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,17,000.00,1000
Walmart,WM-1250,ORD-9473,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,17,000.00,1000
Kroger,KG-1251,ORD-9474,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,,24,800.00,800
Costco,CC-1252,ORD-9475,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,,6,000.00,500
Bwanaz,BN-1253,ORD-9476,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,,6,000.00,500
Walmart,WM-1250,ORD-9477,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9478,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,17,100.00,900
Costco,CC-1252,ORD-9479,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,6,300.00,700
Bwanaz,BN-1253,ORD-9480,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9481,,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,,12,000.00,1000
Kroger,KG-1251,ORD-9482,,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,,15,300.00,900
Costco,CC-1252,ORD-9483,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9484,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Walmart,WM-1250,ORD-9485,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,22,800.00,1200
Kroger,KG-1251,ORD-9486,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,,16,800.00,800
Costco,CC-1252,ORD-9487,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,37,200.00,600
Bwanaz,BN-1253,ORD-9488,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,4,500.00,500
Costco,CC-1252,ORD-9489,,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,,11,900.00,700
Kroger,KG-1251,ORD-9490,,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,,46,800.00,900
Walmart,WM-1250,ORD-9491,,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Oregon,14.00,,15,400.00,1100
Walmart,WM-1250,ORD-9492,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-9493,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9494,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,36,000.00,900
Costco,CC-1252,ORD-9495,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,11,900.00,700
Bwanaz,BN-1253,ORD-9496,,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9497,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-9498,,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,,8,100.00,900
Costco,CC-1252,ORD-9499,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,10,500.00,700
Bwanaz,BN-1253,ORD-9500,3/11/2017,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2017,6,000.00,500
Walmart,WM-1250,ORD-9501,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,22,800.00,1200
Kroger,KG-1251,ORD-9502,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,,36,000.00,900
Costco,CC-1252,ORD-9503,22/12/2017,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Washington,21.00,2017,14,700.00,700
Bwanaz,BN-1253,ORD-9504,,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,,10,200.00,600
Walmart,WM-1250,ORD-9505,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,000.00,1000
Kroger,KG-1251,ORD-9506,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-9507,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,,6,000.00,500
Bwanaz,BN-1253,ORD-9508,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Costco,CC-1252,ORD-9509,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,10,500.00,700
Kroger,KG-1251,ORD-9510,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,49,600.00,800
Walmart,WM-1250,ORD-9511,,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,,12,000.00,1000
Walmart,WM-1250,ORD-9512,,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,,9,000.00,1000
Walmart,WM-1250,ORD-9513,,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Oregon,12.00,,14,400.00,1200
